,text
2191,<|endoftext|>group rows of pandas dataframe `df` with same 'id': df.groupby('id').agg(lambda x: x.tolist())<|endoftext|>
2192,<|endoftext|>encode `u'X\xc3\xbcY\xc3\x9f'` as unicode and decode with utf-8: 'X\xc3\xbcY\xc3\x9f'.encode('raw_unicode_escape').decode('utf-8')<|endoftext|>
2193,<|endoftext|>parse string `a` to float: float(a)<|endoftext|>
2194,"<|endoftext|>Parse String `s` to Float or Int: try:
    return int(s)
except ValueError:
    return float(s)<|endoftext|>"
2195,"<|endoftext|>check if object `a` has property 'property': if hasattr(a, 'property'):
    pass<|endoftext|>"
2196,"<|endoftext|>check if object `a` has property 'property': if hasattr(a, 'property'):
    pass<|endoftext|>"
2197,"<|endoftext|>get the value of attribute 'property' of object `a` with default value 'default value': getattr(a, 'property', 'default value')<|endoftext|>"
2198,"<|endoftext|>delete every 8th column in a numpy array 'a'.: np.delete(a, list(range(0, a.shape[1], 8)), axis=1)<|endoftext|>"
2199,<|endoftext|>convert `ms` milliseconds to a datetime object: datetime.datetime.fromtimestamp(ms / 1000.0)<|endoftext|>
2200,"<|endoftext|>find the magnitude (length) squared of a vector `vf` field: np.einsum('...j,...j->...', vf, vf)<|endoftext|>"
2201,<|endoftext|>request http url `url`: r = requests.get(url)<|endoftext|>
2202,"<|endoftext|>request http url `url` with parameters `payload`: r = requests.get(url, params=payload)<|endoftext|>"
2203,"<|endoftext|>post request url `url` with parameters `payload`: r = requests.post(url, data=payload)<|endoftext|>"
2204,"<|endoftext|>make an HTTP post request with data `post_data`: post_response = requests.post(url='http://httpbin.org/post', json=post_data)<|endoftext|>"
2205,<|endoftext|>django jinja slice list `mylist` by '3:8': {{(mylist | slice): '3:8'}}<|endoftext|>
2206,"<|endoftext|>create dataframe `df` with content of hdf store file '/home/.../data.h5' with key of 'firstSet': df1 = pd.read_hdf('/home/.../data.h5', 'firstSet')<|endoftext|>"
2207,<|endoftext|>get the largest index of the last occurrence of characters '([{' in string `test_string`: max(test_string.rfind(i) for i in '([{')<|endoftext|>
2208,<|endoftext|>print 'here is your checkmark: ' plus unicode character u'\u2713': print('here is your checkmark: ' + '\u2713')<|endoftext|>
2209,<|endoftext|>print unicode characters in a string `\u0420\u043e\u0441\u0441\u0438\u044f`: print('\u0420\u043e\u0441\u0441\u0438\u044f')<|endoftext|>
2210,<|endoftext|>pads string '5' on the left with 1 zero: print('{0}'.format('5'.zfill(2)))<|endoftext|>
2211,<|endoftext|>Remove duplicates elements from list `sequences` and sort it in ascending order: sorted(set(itertools.chain.from_iterable(sequences)))<|endoftext|>
2212,<|endoftext|>pandas dataframe `df` column 'a' to list: df['a'].values.tolist()<|endoftext|>
2213,<|endoftext|>Get a list of all values in column `a` in pandas data frame `df`: df['a'].tolist()<|endoftext|>
2214,"<|endoftext|>escaping quotes in string: replace('""', '\\""')<|endoftext|>"
2215,<|endoftext|>check if all string elements in list `words` are upper-cased: print(all(word[0].isupper() for word in words))<|endoftext|>
2216,"<|endoftext|>remove items from dictionary `myDict` if the item's value `val` is equal to 42: myDict = {key: val for key, val in list(myDict.items()) if val != 42}<|endoftext|>"
2217,"<|endoftext|>Remove all items from a dictionary `myDict` whose values are `42`: {key: val for key, val in list(myDict.items()) if val != 42}<|endoftext|>"
2218,<|endoftext|>Determine the byte length of a utf-8 encoded string `s`: return len(s.encode('utf-8'))<|endoftext|>
2219,"<|endoftext|>kill a process with id `process.pid`: os.kill(process.pid, signal.SIGKILL)<|endoftext|>"
2220,<|endoftext|>get data of columns with Null values in dataframe `df`: df[pd.isnull(df).any(axis=1)]<|endoftext|>
2221,"<|endoftext|>strip everything up to and including the character `&` from url `url`, strip the character `=` from the remaining string and concatenate `.html` to the end: url.split('&')[-1].replace('=', '') + '.html'<|endoftext|>"
2222,"<|endoftext|>Parse a file `sample.xml` using expat parsing in python 3: parser.ParseFile(open('sample.xml', 'rb'))<|endoftext|>"
2223,<|endoftext|>Exit script: sys.exit()<|endoftext|>
2224,"<|endoftext|>assign value in `group` dynamically to class property `attr`: setattr(self, attr, group)<|endoftext|>"
2225,<|endoftext|>decode url-encoded string `some_string` to its character equivalents: urllib.parse.unquote(urllib.parse.unquote(some_string))<|endoftext|>
2226,"<|endoftext|>decode a double URL encoded string 
'FireShot3%2B%25282%2529.png' to
'FireShot3+(2).png': urllib.parse.unquote(urllib.parse.unquote('FireShot3%2B%25282%2529.png'))<|endoftext|>"
2227,<|endoftext|>change flask security register url to `/create_account`: app.config['SECURITY_REGISTER_URL'] = '/create_account'<|endoftext|>
2228,"<|endoftext|>open a file `/home/user/test/wsservice/data.pkl` in binary write mode: output = open('/home/user/test/wsservice/data.pkl', 'wb')<|endoftext|>"
2229,<|endoftext|>remove the last element in list `a`: del a[(-1)]<|endoftext|>
2230,<|endoftext|>remove the element in list `a` with index 1: a.pop(1)<|endoftext|>
2231,<|endoftext|>remove the last element in list `a`: a.pop()<|endoftext|>
2232,<|endoftext|>remove the element in list `a` at index `index`: a.pop(index)<|endoftext|>
2233,<|endoftext|>remove the element in list `a` at index `index`: del a[index]<|endoftext|>
2234,<|endoftext|>print a celsius symbol on x axis of a plot `ax`: ax.set_xlabel('Temperature (\u2103)')<|endoftext|>
2235,<|endoftext|>Print a celsius symbol with matplotlib: ax.set_xlabel('Temperature ($^\\circ$C)')<|endoftext|>
2236,<|endoftext|>convert a list of lists `list_of_lists` into a list of strings keeping empty sub-lists as empty string '': [''.join(l) for l in list_of_lists]<|endoftext|>
2237,"<|endoftext|>get a list of all the duplicate items in dataframe `df` using pandas: pd.concat(g for _, g in df.groupby('ID') if len(g) > 1)<|endoftext|>"
2238,"<|endoftext|>Delete third row in a numpy array `x`: x = numpy.delete(x, 2, axis=1)<|endoftext|>"
2239,"<|endoftext|>delete first row of array `x`: x = numpy.delete(x, 0, axis=0)<|endoftext|>"
2240,"<|endoftext|>merge rows from dataframe `df1` with rows from dataframe `df2` and calculate the mean for rows that have the same value of axis 1: pd.concat((df1, df2), axis=1).mean(axis=1)<|endoftext|>"
2241,"<|endoftext|>Get the average values from two numpy arrays `old_set` and `new_set`: np.mean(np.array([old_set, new_set]), axis=0)<|endoftext|>"
2242,"<|endoftext|>Matplotlib change marker size to 500: scatter(x, y, s=500, color='green', marker='h')<|endoftext|>"
2243,"<|endoftext|>Create new list `result` by splitting each item in list `words`: result = [item for word in words for item in word.split(',')]<|endoftext|>"
2244,"<|endoftext|>convert JSON string '2012-05-29T19:30:03.283Z' into a DateTime object using format '%Y-%m-%dT%H:%M:%S.%fZ': datetime.datetime.strptime('2012-05-29T19:30:03.283Z', '%Y-%m-%dT%H:%M:%S.%fZ')<|endoftext|>"
2245,<|endoftext|>count `True` values associated with key 'one' in dictionary `tadas`: sum(item['one'] for item in list(tadas.values()))<|endoftext|>
2246,"<|endoftext|>encode a pdf file `pdf_reference.pdf` with `base64` encoding: a = open('pdf_reference.pdf', 'rb').read().encode('base64')<|endoftext|>"
2247,<|endoftext|>split string `a` using new-line character '\n' as separator: a.rstrip().split('\n')<|endoftext|>
2248,<|endoftext|>split a string `a` with new line character: a.split('\n')[:-1]<|endoftext|>
2249,<|endoftext|>return http status code 204 from a django view: return HttpResponse(status=204)<|endoftext|>
2250,<|endoftext|>check if 7 is in `a`: (7 in a)<|endoftext|>
2251,<|endoftext|>check if 'a' is in list `a`: ('a' in a)<|endoftext|>
2252,"<|endoftext|>sort list `results` by keys value 'year': sorted(results, key=itemgetter('year'))<|endoftext|>"
2253,<|endoftext|>get current url in selenium webdriver `browser`: print(browser.current_url)<|endoftext|>
2254,"<|endoftext|>split string `str` with delimiter '; ' or delimiter ', ': re.split('; |, ', str)<|endoftext|>"
2255,"<|endoftext|>un-escaping characters in a string with python: """"""\\u003Cp\\u003E"""""".decode('unicode-escape')<|endoftext|>"
2256,"<|endoftext|>convert date string `s` in format pattern '%d/%m/%Y' into a timestamp: time.mktime(datetime.datetime.strptime(s, '%d/%m/%Y').timetuple())<|endoftext|>"
2257,"<|endoftext|>convert string '01/12/2011' to an integer timestamp: int(datetime.datetime.strptime('01/12/2011', '%d/%m/%Y').strftime('%s'))<|endoftext|>"
2258,<|endoftext|>get http header of the key 'your-header-name' in flask: request.headers['your-header-name']<|endoftext|>
2259,<|endoftext|>select records of dataframe `df` where the sum of column 'X' for each value in column 'User' is 0: df.groupby('User')['X'].filter(lambda x: x.sum() == 0)<|endoftext|>
2260,<|endoftext|>Get data of dataframe `df` where the sum of column 'X' grouped by column 'User' is equal to 0: df.loc[df.groupby('User')['X'].transform(sum) == 0]<|endoftext|>
2261,<|endoftext|>Get data from dataframe `df` where column 'X' is equal to 0: df.groupby('User')['X'].transform(sum) == 0<|endoftext|>
2263,"<|endoftext|>convert pandas group by object to multi-indexed dataframe with indices 'Name' and 'Destination': df.set_index(['Name', 'Destination'])<|endoftext|>"
2264,"<|endoftext|>coalesce non-word-characters in string `a`: print(re.sub('(\\W)\\1+', '\\1', a))<|endoftext|>"
2265,"<|endoftext|>open a file ""$file"" under Unix: os.system('start ""$file""')<|endoftext|>"
2266,"<|endoftext|>Convert a Unicode string `title` to a 'ascii' string: unicodedata.normalize('NFKD', title).encode('ascii', 'ignore')<|endoftext|>"
2267,"<|endoftext|>Convert a Unicode string `a` to a 'ascii' string: a.encode('ascii', 'ignore')<|endoftext|>"
2268,"<|endoftext|>create a list `files` containing all files in directory '.' that starts with numbers between 0 and 9 and ends with the extension '.jpg': files = [f for f in os.listdir('.') if re.match('[0-9]+.*\\.jpg', f)]<|endoftext|>"
2269,"<|endoftext|>adding a 1-d array `[1, 2, 3, 4, 5, 6, 7, 8, 9]` to a 3-d array `np.zeros((6, 9, 20))`: np.zeros((6, 9, 20)) + np.array([1, 2, 3, 4, 5, 6, 7, 8, 9])[(None), :, (None)]<|endoftext|>"
2270,"<|endoftext|>add array of shape `(6, 9, 20)` to array `[1, 2, 3, 4, 5, 6, 7, 8, 9]`: np.zeros((6, 9, 20)) + np.array([1, 2, 3, 4, 5, 6, 7, 8, 9]).reshape((1, 9, 1))<|endoftext|>"
2272,"<|endoftext|>get the list with the highest sum value in list `x`: print(max(x, key=sum))<|endoftext|>"
2273,<|endoftext|>sum the length of lists in list `x` that are more than 1 item in length: sum(len(y) for y in x if len(y) > 1)<|endoftext|>
2274,"<|endoftext|>Enclose numbers in quotes in a string `This is number 1 and this is number 22`: re.sub('(\\d+)', '""\\1""', 'This is number 1 and this is number 22')<|endoftext|>"
2275,"<|endoftext|>multiply the columns of sparse matrix `m` by array `a` then multiply the rows of the resulting matrix by array `a`: numpy.dot(numpy.dot(a, m), a)<|endoftext|>"
2276,"<|endoftext|>Django check if an object with criteria `name` equal to 'name' and criteria `title` equal to 'title' exists in model `Entry`: Entry.objects.filter(name='name', title='title').exists()<|endoftext|>"
2277,"<|endoftext|>sort a nested list by the inverse of element 2, then by element 1: sorted(l, key=lambda x: (-int(x[1]), x[0]))<|endoftext|>"
2278,<|endoftext|>get domain/host name from request object in Django: request.META['HTTP_HOST']<|endoftext|>
2279,"<|endoftext|>get a string `randomkey123xyz987` between two substrings in a string `api('randomkey123xyz987', 'key', 'text')` using regex: re.findall(""api\\('(.*?)'"", ""api('randomkey123xyz987', 'key', 'text')"")<|endoftext|>"
2280,"<|endoftext|>invoke perl script './uireplace.pl' using perl interpeter '/usr/bin/perl' and send argument `var` to it: subprocess.call(['/usr/bin/perl', './uireplace.pl', var])<|endoftext|>"
2281,<|endoftext|>print list of items `myList`: print('\n'.join(str(p) for p in myList))<|endoftext|>
2282,<|endoftext|>update the dictionary `mydic` with dynamic keys `i` and values with key 'name' from dictionary `o`: mydic.update({i: o['name']})<|endoftext|>
2283,<|endoftext|>split a `utf-8` encoded string `stru` into a list of characters: list(stru.decode('utf-8'))<|endoftext|>
2284,<|endoftext|>convert utf-8 with bom string `s` to utf-8 with no bom `u`: u = s.decode('utf-8-sig')<|endoftext|>
2285,<|endoftext|>Filter model 'Entry' where 'id' is not equal to 3 in Django: Entry.objects.filter(~Q(id=3))<|endoftext|>
2286,"<|endoftext|>lookup an attribute in any scope by name 'range': getattr(__builtins__, 'range')<|endoftext|>"
2287,"<|endoftext|>restart a computer after `900` seconds using subprocess: subprocess.call(['shutdown', '/r', '/t', '900'])<|endoftext|>"
2288,"<|endoftext|>shutdown a computer using subprocess: subprocess.call(['shutdown', '/s'])<|endoftext|>"
2289,"<|endoftext|>abort a computer shutdown using subprocess: subprocess.call(['shutdown', '/a '])<|endoftext|>"
2290,"<|endoftext|>logoff computer having windows operating system using python: subprocess.call(['shutdown', '/l '])<|endoftext|>"
2291,"<|endoftext|>shutdown and restart a computer running windows from script: subprocess.call(['shutdown', '/r'])<|endoftext|>"
2292,"<|endoftext|>erase the contents of a file `filename`: open('filename', 'w').close()<|endoftext|>"
2294,<|endoftext|>convert dataframe `df` to list of dictionaries including the index values: df.to_dict('index')<|endoftext|>
2295,<|endoftext|>Create list of dictionaries from pandas dataframe `df`: df.to_dict('records')<|endoftext|>
2296,<|endoftext|>Group a pandas data frame by monthly frequenct `M` using groupby: df.groupby(pd.TimeGrouper(freq='M'))<|endoftext|>
2297,"<|endoftext|>divide the members of a list `conversions` by the corresponding members of another list `trials`: [(c / t) for c, t in zip(conversions, trials)]<|endoftext|>"
2298,"<|endoftext|>sort dict `data` by value: sorted(data, key=data.get)<|endoftext|>"
2299,<|endoftext|>Sort a dictionary `data` by its values: sorted(data.values())<|endoftext|>
2300,"<|endoftext|>Get a list of pairs of key-value sorted by values in dictionary `data`: sorted(list(data.items()), key=lambda x: x[1])<|endoftext|>"
2302,<|endoftext|>display current time: now = datetime.datetime.now().strftime('%H:%M:%S')<|endoftext|>
2303,"<|endoftext|>find the index of the second occurrence of the substring `bar` in string `foo bar bar bar`: """"""foo bar bar bar"""""".replace('bar', 'XXX', 1).find('bar')<|endoftext|>"
2304,"<|endoftext|>check if key 'stackoverflow' and key 'google' are presented in dictionary `sites`: set(['stackoverflow', 'google']).issubset(sites)<|endoftext|>"
2305,"<|endoftext|>replace string ' and ' in string `stuff` with character '/': stuff.replace(' and ', '/')<|endoftext|>"
2306,"<|endoftext|>Save array at index 0, index 1 and index 8 of array `np` to tmp file `tmp`: np.savez(tmp, *[getarray[0], getarray[1], getarray[8]])<|endoftext|>"
2307,"<|endoftext|>substract 1 hour and 10 minutes from current time: t = datetime.datetime.now()
(t - datetime.timedelta(hours=1, minutes=10))<|endoftext|>"
2308,"<|endoftext|>subtract 1 hour and 10 minutes from time object `t`: (t - datetime.timedelta(hours=1, minutes=10))<|endoftext|>"
2309,"<|endoftext|>add 1 hour and 2 minutes to time object `t`: dt = datetime.datetime.combine(datetime.date.today(), t)<|endoftext|>"
2310,<|endoftext|>subtract 5 hours from the time object `dt`: dt -= datetime.timedelta(hours=5)<|endoftext|>
2311,<|endoftext|>encode string `data` using hex 'hex' encoding: print(data.encode('hex'))<|endoftext|>
2312,<|endoftext|>Return the decimal value for each hex character in data `data`: print(' '.join([str(ord(a)) for a in data]))<|endoftext|>
